unique_id,dreams
14186L,"I don't remember content, but I remember feeling they were very intense situations"
15026L,"I was fighting with an old coworker of my husband's who was trying to attack me, and also I visited Poland and was shopping for heavy metal posters but missed my bus home."
15861L,"Don't recall in particular but very stressed, conflict-filled dreams."
16709L,"One dream, I got a gorgeous lime green shelby mustang and loved it, though my husband wanted me to sell my current mustang and I refused.  I parked them one behind the other and loved both.    Another dream, I wanted to visit Brooklyn where I used to live and was on the subway with friends.  I was on my way to my old apartment when I realized, I don't live there anymore, I don't have the keys.  It was, in the dream, like 2am and I had nowhere to stay.  I left friends and walked back through subway tunnels and over the Brooklyn Bridge and then, I think, took a bus home to PA."
21828L,"All I can remember is that a priest was very angry with me because I refused to do a reading correctly at Church, and I kept trying to sneak back into Church."
12948L,It was a bad dream.
15581L,I was a spy and an astronaut and Joe Biden was my dad.
16064L,"I was at my grandmothers' house, where she lived when I was a child. I found out that my grandfather had built a secret underground tunnel to escape zombies."
23141L,I was trying to survive the early stages of a zombie apocalypse
5702L,I dreamt I was having a high school reunion/graduation. I saw some classmates that I have not seen in about 14 years.
5662L,Weird dream about this guy stalking me and also being in a car and people shooting at us. The other people in the car thought it was fireworks but I was terrified and pleaded with them to leave. Stalker guy was in the car too. It was confusing because he was a horrible person but I found him attractive.
6368L,Two dreams that my spouse was leaving me; dreamed about some of the household projects that I have been working on going wrong.
18810L,Multiple scary dreams about trump winning the presidency
6365L,"Trying to work. My daughter was in the dream. I was neither at home or at school, nor at any familiar place. Don't recall many details."
12030L,"I was in a house, or maybe something like a hotel, and there were a lot of people there, some I knew, and some were people I hadn't seen in years, but I did not know most of the people, although it seemed they knew me. I was just walking around. I don't know, or don't recall why I was there. People would ask me how I was doing, sometimes they would ask me questions about my mother, as though she were alive -- she died in 1991. Someone brought me a mug and I said, ""Oh, thanks, but I don't drink coffee or tea,"" and they said, ""Don't worry about THAT."" I still don't know what was in the mug."
13288L,"I don't have many details. My dreams were mostly about family members, trying to catch up with them -- mostly my brother -- talk with them, feeling a lot of emotions."
18847L,"Stress dreaming. Trapped somewhere, couldn't get out. Lost my shoes somehow. Lots of people around, ignoring me, no one would help."
22375L,"school work, planning, cleaning"
6072L,"I had three vivid dreams last night. The first was an ABBA/1920's dream. I was in a mansion by the sea and all the lights had a soft glow. It was impossible to go outside, but the house was so large that didn't seem to matter to anyone. I was with a group of about 50 people and everyone was drinking and singing and dressed like the 1920 elite. The mom in my dream was not my actual mom, and she kept trying to get me to go out and entertain the guests by singing abba songs. I refused. My room had a pool and in the center was a floating piano bar with a mermaid trapped in it. She gave better advice than my mom. My boyfriend showed up and we started to walk about of the room. I wanted to stop walking out and he kept moving me. I repeatedly told him to stop and he just laughed. I started crying and we moved into a side room where he apologized and said he didn't know I was that serious about not walking out to sing abba. We left the room and he started forcing me to walk ""as a joke"" and I punched him. I said sorry and went into a closet alone, only the closet was a rainforest. Then the dream changed and I was riding my bike to my old house. It was windy and I had trouble opening the garage door to store my bike, but my sister came to help and we got it open and closed again quickly. The garage was cozy once the wind was blocked out. My sister said she had a surprise, so we opened the door to the backyard and her two dogs were outside! I was so happy. Two new dogs were there as well, and they instantly loved me. One was a red healer and the other was a cute mix of boxer and husky. We all sat down to take a picture in the wind and drool was everywhere but I had my sister's dogs on either side and the two new dogs laying in front of me. We were all very happy. Then the dream changed again. I was in my ex boyfriends apartment. His roommate was playing video games and my ex was talking to me as I was leaning over a sink cleaning my teeth with a small dirty mirror nailed to the wall. He was talking about some card game, but I wasn't listening because my teeth were a mess! I was so angry at my dentist for letting me walk around with my molars half out of their roots and two of my front teeth were filed down to tiny shards. My ex kept talking and I kept flossing and brushing and silently begging my teeth to stay put. Then I woke up."
6378L,"I only remember one dream. I was skiing through a wooded area that wasn't frequented by other skiers. As usual I was just trying to keep up with my sister. I stopped to catch my breath when I hear music to my right. Two snowboarders burst through a cave in a powder explosion! They don't stick the landing but they're cheering as if they did. The cave must have been cool. I decide to keep skiing down the steep and lumpy powder filled slope to catch up with my sister. I make a left turn and as I swing my head round to stick out my right turn I see a dead body kind of obscured at the base of a lump. I decide that the lump is just a tree covered by a ton of snow. There was a lot of blood. All of this happened in an instant because I didn't stop. As soon as I registered the body, I had already completed my right turn and I was on my left. I was freaked out. I kept going because I knew the body was dead and there wasn't anything I could do to help. So I promise the poor body that I'll tell ski patrol and they can get it out. The rest of the way down the mountain wasn't fun, and the big jump before reaching the base wasn't satisfying but it looked super cool. I find ski patrol before my sister and I tell them where I saw the body. Ski patrol is super nonchalant and the guy said people keep telling them about it every few weeks but they can't find the body when they go to look. I feel pretty disgusted by ski patrol and tell myself to never die on the mountain. I go to look for my sister and I still can't find her. After what felt like a few hours I conclude that she left with her guy friends. I find my old scientist friends, that apparently I have, and they invite me to dinner at their lodge. The table sat about 8 people and we all tucked in to countless dishes of corn. I ate a corn pudding but politely refused the rest. The guy to my right was eating as much corn as he could, it was fascinating to watch. The scientists serve corn free wine and I'm so thankful for something other than corn that I finish a bottle by myself. I tell the table about the dead body I saw earlier and one of the scientists slams a button on the table and the whole table with all the guests shoot down into an underground lab. There are tanks filled with blue bubbling water all along the walls. I look closer at one of the blue tanks and corn is inside. It looks slimy and wrong. The scientists tell me that the body I saw belonged to a spy that had been brutally murdered. I don't feel surprised. The scientists then tell me that I have to go back and try to catch the group that killed the person at night. That seems to make sense to me, but I tell them that the terrain is difficult and the only person that could ski that is my sister. The scientists don't seem happy about that but they agree and give me a friend to help me go find my sister. He's a damn attractive spy guy that had been standing in the shadows during dinner. I agree to take him with me. Then the dream got confusing because suddenly I was applying to office jobs with my hot sidekick spy. I go to scope out one office and immediately get stuck sorting files into a system that makes absolutely no sense. When I tell a coworker the system is broken, she tells me I'm just the most stupid person to have ever existed and to keep filing to make up for it. I feel like I could die there, endlessly sorting files that no one cares about into a system that was made by the devil. I ask my spy if we're dead. He says no, but we found a lead. I grab a coworkers keys and run for the garage like my life depended on it and we leave the office behind in a truck. It's night and we pull into the parking lot of a diner. For some reason we have guns. We cut the lights to the diner and start searching with flashlights for my sister. Three hooligans appear in the back, but I can't make out their faces. Two of them look like the snowboarders who blasted music and rode through the cave by the body. I question them and the third escapes through a window. I give chase. We're running through a field of flowers and the moon was bright enough to make out the colors of each flower. I know the person I'm chasing is my sister. I wonder why I'm chasing her and we're on different sides of a mysterious battle. She stops running and I cut two flowers for her. I hand them to her and tell her I love her and I'll be the one to ski and recover the body. She seems sad but hands me a bulletproof vest to wear and warns me of the scientists. My hot spy agrees with her and they both tell me not to go, but I have to see this through and they respect that. I drive alone to my old college town to meet a friend at a hockey game. I don't see him in the crowd, so I sit alone and watch the game. Eventually the game ends and everyone filters out until I see my friend across the ice and it's just the two of us. We put on skates and skate around and he tells me about the scientists and how their own people went awol and killed their own agents. He tells me that there is no rival group because it's the same group. I'm disturbed again because I don't know why I'm involved. We skate for awhile longer and it's fun. I drive the truck back to the scientists lodge and my brother is there and tells me there's something I need to see. We walk in and are greeted by a horrible slimy corn monster! It starts speaking and I finally realize that it's the man that had sat next to me at dinner who couldn't stop eating corn. The corn man tells me that the scientists turned him into a corn monster and the same will happen to me eventually. He said the members who turned against their own group did so because they didn't agree with turning people into corn monsters. The dead body I found was one of the top scientists who filled his body with antibodies and could save all the corn people. But the evil scientists didn't like that so they had him killed. They wanted to kill anyone who had the ski skills to reach the body. I start to panic because I do not want to be a corn monster. I practically throw on my skis and make my way to the mountain. The hot spy says he'll love me even if I turn into a corn monster and I tell him he's insane. He agrees and I appreciate him for it. I tell him it won't work between us, but if he ever does some cool spy adventures to count me in. He drives off in the truck. I make my way to the lift and I can already feel my body turning into corn. I'm thankful for the bullet proof vest keeping my corn in. I'm on the lift and start to freeze because I forgot to wear a coat....and then I woke up."
11947L,I don't remember much but I know my family was in it.
6197L,Dreamed about work.  Dreamed about ritual sacrifice of Mayans (but it wasn't a nightmare).  Had several other dreams I can't recall.
6387L,Recurring dreams.
11995L,"I thought I got into an argument with my mom. I yelled and shouted at her, even beated her up."
16648L,I was vacationing in Cozumel with my husband and a group of friends and trying to find a restaurant with outdoor seating where we could social distance.
6181L,I was in a school trying to make friends
6510L,Trying to set up a Facebook live zoom meeting for work. Things kept going wrong and we were missing the live portion.
15591L,"I dreamt about my mother who has passed.  She was alive in my dream, told me she wasn't feeling well and said she was having a hard time breathing.  She was staying with me and died in my arms."
6367L,Dreamed about riding the bus. It included a  coworker I haven't seen in years / one I disliked and her dog.
6401L,I remember dreaming but not much of the content. Some snippets of my late husband
11726L,"At first I had vivid recollections but as the hours pass, they fade."
13365L,Details are hazy but dreams included hanging curtains and shopping.
13628L,"I was at a gathering at my deceased parents' home with my brother, sisters and old boyfriend. We needed to dispose of the contents but couldn't because we had to catch a ferry."
15324L,I don't recall the details although I remember being anxious.
15933L,"I was on a trip with my husband that involved car, plane and bus. Not sure where we were or the purpose."
16668L,"I was interested in buying a condo in Florida and looked at models, then brought family members to look at them later. Other travels around the country"
11729L,Something about capture the flag
12149L,Really stressful anxiety dream that I had a couple cats and for some reason was trying to poison their food but at the last second decided that was crazy and cruel and just took care of them
15330L,I was putting on a weird remake of my high school musical from when I was 17
6705L,"I don't remember, but I do remember thinking it was pretty bizarre when I woke up"
6388L,"I dreamed something was biting me in the bed, so I jumped out and shook the sheets and out fell a bunch of tiny, reddish bugs with pinchers that looked like the danger symbol of radiation,  and they started crawling all over the bed trying to hide from me in the sheets. Startled I woke up feeling uneasy and checked my bed sheets to be safe lol."
11812L,"I dreamed I was in a cocktail lounge with a bff and we were listening to music and laughing and having a great time. In walks this tall, handsome,  well dressed man who comes and sits next to us and says, ""Looks like it's not Jean's and cowboy hats tonight"" with a smirk. I stare at him and sarcastically reply, "" yup, looks like sparkling sequins, short skirts, and ho makeup is out too"". He stares at me surprised I responded. Then winks at me as if to say ""touche"". And we both bust out laughing then I wake up."
13203L,"I dreamed I was walking along a street where businesses had been vandalized and I came across a pair of gray baby shoes. Saddened I picked them up and just stared at their soggy, soot covered laces then I woke up."
13717L,"I dreamed my cats were fighting and my biggest one (white) was going for the throat of the smaller one (black), and I jumped in between them, and pushed my white one off the black one and told him to ""BE NICE!!"" Then I woke up still tired."
15256L,"I dreamed my black cat was attacked by a huge group of white cats. I tried to help him and could hear his screams of pain but I couldn't reach him because he was in the middle and under, all those white cats. I watched helplessly at my cat being beat up and his face covered with blood. I just screamed and screamed for the white cats to stop hurting him but they weren't listening. Finally I grabbed a hose and turned it on with hot water and aimed it at the mound of cats. When the water hit them they jumped back and my poor brutalized cat crawled in agony to me. I started crying and picked him up and held him, cradling his broken beaten body. Suddenly a truck appears and the man offers me a ride to the vet's. I said ok,  just a minute. Then I woke up."
18689L,"I dreamed I was in this large hall with marble floors and sky high ceilings. As I walked toward a window to look out, my eye caught something shiny, coin-like glittering on the floor. I stopped to pick it up, but noticed that it was screwed onto the marble floor. I tugged and tugged and finally it loosened and came apart. I quickly put it in my pocket. Went to restroom and looked closer at it and realized it wasn't a coin but rather a medallion.  It was in three pieces, attached to each other. I slide them apart and saw one had nothing but a blank. The second and third piece had pictures of  Jesus . I gasped at the timing and woke up."
22252L,I dreamed I was watching someone passing a huge red ball back and forth with someone I couldn't see and the thumping just kept getting louder and louder.
6412L,"I was at a sports stadium when a storm began to hit. I could see a wave of pure cold approaching, in the shape of a rotating storm cycle, and it hovered right above me, with the ice crystals frozen in mid-air. Thus began a very, very long process to get home, that was stressful and went on for a very long time. First we tried to go home in my uncle's car, then we spent a long time in the parking garage trying to find his car. During the drive my mom and I got in an argument about Carthage, and then conveniently passed a roadside museum about Carthage, run by an older, well-dressed Romanian scholar, where we were able to hash out the debate. In the dream I was talking about Cato the Elder and his famous ""Cartago Delendo Est"" speeches, and even in the dream I had the quote right. Later we had to switch into an Uber, which we were sharing with contentious strangers. When we finally arrived at our destination, I had so much luggage I kept having to go back for more and more trips. I had packed kitchenware, dishes, a blender, and I couldn't carry it all."
15582L,I don't remember the dream. It was work related
14022L,"I don't exactly. It was a very confused dream, with a lot of information and activity."
6971L,"I don't remember very well , but was bad dreams today..."
12344L,Dreamt of being in an all girls academy with really cruel headmistress's. They made us complete impossible tasks and we had to carry a bowling ball everywhere
14690L,Being late for work.
6535L,I was with some of my coworkers. I saw my coworkers dog. I was annoyed about work.
6951L,"I had a dream I was with my extended family in a restaurant. A little boy gave himself a stick and poke tattoo of a lightbulb on his face, on his cheek. When he showed his dad, his dad was SO mad. His dad said something like ""how could you all just watch my son do this, there are so many adults in here that should have stopped it""    Later I had a dream that the boy I like sent me a message that said ""lol no one wants to watch you eat"""
19763L,I dreamed about having children with my wife.
7741L,I was asked to teach polynomials to a struggling 8th grader and my six year old grandson had to help me     Then I got mad at my pastor who wanted to reopen the church for masses
17228L,Schools and classrooms and masks and covid...5 grandchildren have been in school full time   Since August.   6 have returned this week to public school hybrid and 1 returns tomorrow.  Two six year old cousins will be at the same school with same teacher but never on the same days!  For a grandparent it's such a worry as our state is on the Covid rise
14326L,"i dont remember anything other that people in red coats---probably from watching ""The Crown"" where they always have people in red coats!!"
18715L,taking a trip somewhere.
20411L,helping someone who was sick. we were in a big market
202LB,doing some repairs in a cistern/hole with water and hoses.....
12720L,"I was at the riots in Minneapolis. I was protesting along with everyone, setting fires and running from police. It felt good to be releasing all of the frustration and it also felt good that the police had no control. It was just an ongoing scene of interactions with other people rioting and high fives."
22353L,A tv actor was trying to stab my wife. I was trying to grab his arm and stop him.
12803L,I got married to Dan Levy and then realized afterwards he was gay. I was trying to kill a 3 gross bugs.
13268L,I had a bad dream that there were lots of people at work and no one was social distancing and people were mean and it was chaotic
18158L,I've had nightmares 6 days in a row. Last night a mouse bore a hole into my arm and someone was chasing me.
22228L,I had a dream that several people were breaking into my apt and I had to change the locks. Also there was an asian man who kept trying to sell me chocolate.
8098L,about my (friend) mother in law who died mid march
185LB,I dreamt about a former boss whom I worked for from 2000-2005 and who I got along with well. We were socially friendly but lost touch with 3 years later in 2008. He was under the wrong impression that I didn't want to maintain our friendship but that was wrong. I was working a stressful job and suffering from personal anxiety issues related to the new job. We drifted apart and lost touch. I dreamt I ran into him at a restaurant/pub and we got together again and talked about meeting up snd becoming friends again.
8091L,My dream was about a program I am in charge of at my college.
12072L,I dreamed about a hospital that was renovated to be more sensitive to COVID. There were telehealth consult rooms and innovative social distancing measures
12152L,I dreamed about a trip  I had taken with my friends
8075L,"In my dream I was visiting a friend from college. She lives in Madison, WI. While I was visiting ""Madison"", Madison was actually transported to Oregon state, so I was in Oregon state."
8096L,"In one dream I was on a zoom call for class. My friend's mom was with me.    In another dream, my dad was diagnosed with cancer."
8357L,My boss died unexpectedly
16887L,One of my coworkers was diagnosed with cancer.
8406L,"Don't recall, but the dreams were bizarre."
11690L,I don't recall.  Anxiety-ridden
12134L,I just recall snippets of the dreams.  Some include living in a tiny house with my family with only one working bathroom.  Another was returning to work and I kept losing my face mask.
15016L,I was walking around in a crowded area and there were people I know but they did not recognize me. I also dreamed that it was the end of thr semester and I realized there were three classes I forgot to attend.
9319L,I dreamt about having problems getting to work to my classroom full of students and because of my problems I was going to be late to school with a room full of students with no teacher.  I was very stressed and when I woke up I had a minor headache. This sometimes happens when I have a stressful dream but the headache usually quickly goes away after I am up for a few minutes. I usually never have to take anything to get rid of it.
19778L,I had been dreaming when I woke up to go to the bathroom and this morning I can't remember the specific details of it but it was on the state of our political situation in our country and what is happening to our democracy with this president and the disaster playing out regarding Covid.
8779L,"I was watching a crafting video and the demonstrator was picking colors for a projects.   Also, there was a Tiger King reference...and a cat (both of which I don't like!)"
8941L,Something about a craft project i am working on.  That is all I can recall.
13529L,Visited a close friend who lives across the country. Was a realistic and very nice dream. I miss them
11839L,"I dreamt that I ran into a old friend. We chatted for awhile then I asked if she wanted to exchange numbers and she said no, I said ok. It did make me sad though and I woke up a little depressed over that."
8734L,"I don't remember full dreams only snippets: (1) in my mother's house and having an argument with my fiance; (2) at a large family gathering at an aunt/uncle's home greeting everyone; (3) driving down the street with comedian, Nicole Byer; (4) getting gas at a gas station and then backing into someone's luxury car and when inspecting damage they claimed that my backing up caused much more damage than possible."
8777L,There were robots similar to Westworld thats all i remember
15870L,I am involved in a civic engagement campaign and I was dreaming about the Mobilizing Our Voters work!
8656L,I was having an argument with old friends
8740L,"I dont recall the dream. I know it was frightening because I woke up and told my husband ""Another scary dream."""
8913L,"A delegation arrived o ask me how to end the problems of the world. I answered ""There is not one answer"""
13612L,"I was finding out about ""the middleman."" People who make the paper don;t deliver it, those who cook the for don't serve i.It seemed profound and illuminating (when I was asleep)"
14199L,Something was wrong with my son's knee and I was trying to fix it. (He is 57).
14548L,It had something to do with my causing others to catch th virus
15408L,It had something to do with old 19 and was scary
22994L,"I was workin as cloakroom attendant, trying to hang customers coats"
11780L,"There was a baby giraffe struggling to swim in the water at the zoo. I swam down the river to find help, where I found a place with many huge trees with intensely pink flowers. I went back for the giraffe and brought it with me there."
12303L,I was in a hospital looking for my family. Then I got angry at a lady who was in charge. characters of little fires everywhere were there.
12726L,I dreamt about little fires everywhere.
8749L,Dreamed about family members when we were younger
8865L,"Dreamed I witnessed a murder and that he was coming after me next, dreamed I had to get to the airport but couldn't find my passport and then missed my flight"
10249L,"My friends and I were out at karaoke, but the karaoke book didn't have any songs we wanted to sing, so we got pretty frustrated."
8707L,Drove tractor to mow field.  Tractor broke.
8781L,I was responsible for 30 giraffes.
14441L,"Its lambing season on the farm for the Katahdin sheep.  I dreamed about catching, tagging, castrating and giving injections to lambs."
12752L,"I was in a hotel of some kind, not recognizable. The person with me had jewel or semi precious stones to sell. A man, her boyfriend, maybe, wanted them and they argued. She left with me. bulky blanket Laundry was put in my small car. the jewels hidden under the door. Her boyfriend didn't want to tip, she sent him across street saying $5, he wanted to give one. We discussed driving off and leaving him."
13446L,"My late parents came to visit me from South Africa in an unfamiliar house. Were surprised to find an African man staying there. Met him, he offered tea, I had to explain he was a professor. They accepted the unusual situation."
13753L,"I was with a small group trying to us phones to communicate, vs Zoom. It proved difficult.  No other details come to mind."
14163L,I was with Nelson Mandela!  ( he is my hero; I'm an ex S.African)  Sometimes it was him and sometimes it was me being him. I don't  actually understand what I remember. Forgot what we were doing.
20711L,"All mixed up. there was a bed, a blanket, my late husband, briefly in it. there was a swimming pool, I didn't get in, as is winter. There was a group I chose not to join. the dream before wakening I have forgotten"
15514L,I was at a pool party for a high school classmate's 21st. I also had to drive down an extremely steep and windy grass path in order to deliver coins to a lady.
15962L,"I made toast in the morning, went to get boba, went to CVS for snacks with my brother, went to safeway for groceries"
11808L,"I dreamed I was in class and I think I dumped something on 2 people's heads. They got back at me and did the same to me. They helped me clean out my hair and we became friends (or we might have been family). We took videos in the bathroom, and then we went off to our next class. I later found out that I had missed 2 classes while I was in the bathroom. And then it was at this point I discovered I was signed  up for a class and I never attended it throughout the semester. I was a little worried because we were close to the end of the semester. I then found out that I had already taken that class before, and I shouldn't have been signed up for it in the first place. (This dream sounds super random but irl I need to email my school about one of the classes I took abroad and this dream is reminding me to do it)."
12567L,"It was very interesting, I remember that. All I remember is I enjoyed it."
12911L,A lot of things were happening. At one point I was in a bus looking into the window of where I worked seeing all my co-workers. Then I went inside and I greeted all of them.
13355L,"I had two workers at my house, and my sisters and I were gossiping in my room."
15755L,"I forgot, but I remember it was weird"
18129L,"I was writing a card for my dads birthday. There was also some sort of alien creature that I personally wasn't in this dream, but two characters from criminal minds sacrificed their lives to save us."
20523L,"I was escaping from the police and there where like guns and everything. I don't remember doing anything wrong, but we were speeding away from police. We switched cars and got through the police check."
12387L,"I dont remember what it was, but I woke up thinking the dream was weird"
8670L,Random person from New York was subletting my apartment but neither my roommate and i were subletting so we were confused. And then my roommate was dogsitting my friends dog
11969L,I was mad at my dad and we were arguing
8764L,"I was getting ready to take a test that was really early in the morning. On the way to the testing place I saw my boss doing yoga. Then as I woke up I realized I'm not in classes and don't have to take a test, but I did have an early meeting."
8725L,My ex-boyfriend (who I have a negative relationship with) was in the dream
8871L,"The dream was all over the place. A bunch of people from the past popped up; 10th grade math teacher, best friend from elementary school.  At some point I was doing a demo on a boat in an in-door pool, but I was scared, because I'm afraid of water. I fell in the pool.     Then I ended up in a hospital, helping throw out blood waste, it was in these huge, clear plastic bags (I don't think that's a real thing). The person telling what to do was my supervisor at my job in real life. ( I work in a lab, not a hospital in real life).   Lastly, I was in an airport ( I think it was the Detroit airport), and I had a dog with me, a golden retriever. Nothing after that."
11784L,I was at orchestra rehearsal and then rode a dragon but couldn't see where we were going.
12362L,I was trying to get on an airplane home for the holidays but they cancelled all the flights so I was trying to find another way home.
12740L,I was driving a weird car and I couldn't figure out how to control it. I was going into work and brought my sister but my mom also needed me to do something for her.
13166L,I was walking around and saying goodbye to some friends.
13650L,I was preparing for a concert but I hadn't practiced the music. I was sitting in on class previews. I was at a bar and saw a bunch of people from high school.
14107L,I was grocery shopping. I had missed a final concert and was afraid it would impact my grade. I was taking a final exam. I was taking a train somewhere.
9554L,I was walking through a neighborhood and being kicked out of a store. It was raining. As I walked in the rain by a lake  a boy joined me. He was creepy and knew things about me but I remember having met him before.
10040L,It was odd. I was over at someone's apartment it the host was in the bathroom. I felt like I was uncomfortably waiting.
20370L,"Okay this is sexual but it's in the name of science, so here goes    There's this guy that I've been talking to on discord and he doesn't know that I like him and he also like, hasn't been online that much recently, but I just kinda dreamed that we started talking more and started doing... kinky stuff over voice chat, and eventually decided to start dating long distance. Then I woke up. Idek if he's taken or not..."
9370L,"I don't recall most of tmy dreams. But right before I woke up, I remember I dreamed that my oldest (23 year old) daughter's roommate called me on the phone and said she had some really bad/terrible news.   I woke up upset and in a slight panic over that dream. I remember as I was dreaming this, my mind was looking for possible scenarios of what had happened with my daughter, and that it landed on one or both of them being very ill  from Covid-19."
9929L,"I was riding a motorcycle when i sequentially encountered two men in motorcycles who stopped when I passed them on the road. They were both carrying big guns. I was afraid so I decided to park my bike near a mall. When I entered the mall, I was not wearing a face mask. The guard reminded me to wear one. I had to reuse a face mask found inside my bag. I can't remember what happened next. Then I suddenly panicked that I couldn't find the keys to my bike. Luckily I found a lower classmen from my school and he helped me. We were flirting as we looked for the missing key. When we got to my bike the key was there with a sign. I also saw my cousin and his friend. I introduced them to the lowerclassmen. He said he'll get the stuff (e.g laptop! that I left behind at the place where we met.  When he returned, he gave me my things back and we walked. He thought that one was my boyfriend. I replied that i wasn't dating anyone."
10472L,"First dream: we were in someone's flat. The owner left for awhile. When we returned to the flat, there was a man.    Second dream: someone sent me a video of himself dancing. When I clicked on the link, it apparently showed up on my twitter timeline. My friends messaged me immediately that is was possibly a hoax or virus because the guy was in a green screen. They mentioned that I was probably color blind. Then a senior messaged me via twitter DM. It turns out it was a ""twitter game"" about sharing pictures of beanies you have given as gifts.    Third dream: We were supposed to have our Neuro OSCE (objective structure clinical exam) and I wasn't prepared. I was shocked that the contents of the exam was different, so I began to cram for my exam."
12050L,I was in school and we had an activities that we had to do. I remember not doing well at first but I was able to finish. The students were given feedback by the instructors. I felt jealous of the other students' feedback because the instructor noted their strengths and hobbies.
13019L,"I remember flirting with someone through text.    In another dream, I was looking for a bathoom because the one that I usually go to had was messy and did not work. It was already beginning to darken and I was still finding it hard to look for a bathroom. So a guy friend said that I should use the office's bathroom instead. He will stand guard outside since there wasn't a lock. A friend of mine came and became curious to see what was he hiding. He opened the door and I just was about to finish my business. Then we fought because he invade my privacy. He threatened to report our funny business to someone. He said that he wanted to do that because the guy was supposed to help him do someone but he bailed out just to help me find a bathroom.    In another dream, I was in a party or bar. I got a flirty text from someone who wanted to meet me tonight and hookup. Someone arrived and I immediately thought that this must be the one who flirted with me through text. It was actually my old dance partner who was not very good nor handsome. We danced for awhile. When we got to the lifts part, we suddenly stopped. And i went to the party. The unknown messenger of the texts said that his name is Fidel and he knows me through my friend, Isabel. So when I spotted someone who I thought was Fidel, I approached him. And he said yes he is fidel. We were about to hangout when he said that he has to leave for a few minutes because they're going to have a picture with his family. I remember getting lost in the mayhem of the party. So I began to look for my sling bag. I found it near the area where Fidel changed clothes and was taking pictures with his family. I checked my bag to see what was inside, everything was there (my book, ipad, and eye makeup) except for the foundation powder."
13483L,"I was with my MD-PhD colleagues (co-students) from grad school and we're riding a jeepney in my hometown, Davao City. We were going to eat at a restaurant near the market place in my city. On the jeepney, I was sharing that I felt relieved that classes would in med school would resume by September. This would give ample time to finish my remaining subjects in msk, derma, and psych before june 15, take the PhD comprehensive exam, and finish renal and write a review paper. They commented that though I look a little tired, I also look happy.    The dream shifted into a different one. Again I was with some of my MD-PhD colleagues and Carl, my closest friend from uni, who's a year ahead of me in med school. We were riding a small car when we chanced upon my English teacher in uni. We introduced ourselves, and found out the one of my colleagues had her as his English teacher.    We found ourselves inside a film theater. She asked about the possibility of making ad videos on political issues to be played on cinemas. She lamented that their departments posts on the current politics issues in our country have only reached a few people. We said that making a video might be expensive because it has a ""higher price per pixel"".    The dream shifted. I seem to be in Manila now because of the MRT/LRT trains. Carl and I got into a discussion about meeting our uni professors after uni. We had to part ways since he was going to a different place."
14417L,"I remembering being in a uni and going to one class to another. I remember saying that I need to go to the next class (Fil 40) early because the professor, Sir Nilo, mumbles his words.    Then I remember being in a peer support group with some friends. While visiting an upperclassmen, she reminded me that they will be graduating soon and that Treck, one of the younger peers, have not been showing up. I was told to contact my friend, Lloyd, since he is closest to Treck in the peer support group."
16093L,"I was the sole candidate of our school at the hospital assembly where residents and fellow doctors were presenting their papers. Because I won the most freshest award, I had to wear the sablay (UP's graduation costume) with the piece that said that i won the freshest award, as it was tradition.    Then that I was running for a position in my college organization, this was surprising because I have already graduated and am now in med school. I ran for the position of vice president with little preparation. The comelec informed me that some members of the org commented ""lol"" when I ran. And said that my policies where too heterosexual and not inclusive, in contrast to my co-candidate's platform. I said that I will be retracting my candidacy as i am already in med school.    Then I was in a trip where i met my friend. He was showing me via phone how he was using firecrackers or lighters to make his painting more interesting. He finished his lighters and mentioned that he should have bought more. I agreed with him and said good bye. I said to my friend who was traveling with me that I'm happy to have met different people in college.    Then we ended up in a shelter after traveling. We were about to leave when saw a ghostlike shield that separated us from our bags. Supernatural beings were guarding our bags. And we had to get them and run far from the house. I first got my two small bags. When i got my large bag, the ghost didn't struggle with me so I asked why. He said that it's because we have to make it past the palm tree, 500 m from the house. I quickly made my way to the basement where people were waiting in line to take the loo. I told them that we have to get our bags together because we had to go past the finish line. And that ghost were guarding the line. We have to overwhelm them by our numbers. Then I didn't notice that a ghost was also in the rest room, so we raced towards the ground floor. I tried my best to prevent him from talking to this comrades."
9345L,I had health concerns about my cat and tried to help him. In another dream I was in a relationship with someone from a TV show. In a third I was trying to get away from someone dangerous and was shot in the chest.
11898L,I dreamt that an amazon order I have coming on Tuesday was changed from $10 to $100 and I was having a really hard time trying to figure out how to cancel the order.
12356L,"I had a dream my husband was working at a church that had opened up and I was desperately searching for a face mask for him to wear and couldn't find one, and I was so scared because he was in a high-risk place and had no reason to be at the church."
20766L,"I can't fully remember, but I know I was in control in the dream. It was something about me managing a team or group"
12365L,I dreamt of playing card games. Pretty repetitive.
14776L,I had a terrible nightmare about a horror movie.  I have actually had a few nightmares this past week out of the blue.
10339L,"There are some Vitamin D supplement gummies my parents purchased in real life. For some reason, this was very important in the dream, and I can't remember why. Perhaps I was eating too many of them."
12932L,Infidelity
9937L,"Took a wrong bus in Detroit to see a friend, didn't have a bus pass and was approached by police. Police officer sat with me on the bus until I got off and let me go without  giving me a ticket. I stood at the bus stop without shoes and watched as my friend walked away."
11765L,"On college campus, pouring rain, got locked out of dorm"
12280L,Watching a movie with a friend and she broke down saying she was depressed and needed to go to the hospital.   My boss and I were training another employee (my replacement).
12734L,"Traveling, going home to family, seeing a psychiatrist"
13260L,"Seeing old childhood friends, driving with my family to my uncle's house"
13723L,buying my grandma a bday present
