unique_id,sleepdiary_dreamcontent
5436S,"'My dream was long.  I remember that in part of it, I was at a very big family dinner, where I saw a lot of relatives I hadn't seen in a long time.'"
10706S,'My dream was that I was a cab driver and had many problems with people not paying and getting the taxi towed'
737L,'999'
205L,"'my dreams are always negative and often wake me up, which happened this morning, but I cannot remember the content'"
8703L,'My dreams are hard to describe. They were mostly pleasant or strange as usual.'
19621L,'my dreams are like flashes pictures.  Most I can't remember but often during the day a flash might come to be on what they were.'
1012S,"'My dreams are never vivid enough to remember everything and I can only remember bits and pieces. Last night, I remember a ball pit like the ones they have at kids play places and lots of running around'"
4463S,"'my dreams are very vivid and often relate to things I've been thinking about and experiencing. sometimes I can explain them with words and sometimes I can't. I have been thinking about my dreams last night all morning, but now that I sit down to write about it I can't remember exactly what happened and I keep thinking of dreams I had earlier this week.'"
2271L,"'My dreams are weird and vivid. My two best friends from elementary-middle school were with me, and there was a large bar that the workers asked me to help unload boxes at, which had something to do with me being a student volunteer at my college admissions office and then I was at a large house in the woods with my dad's extended family and something about driving and who is allowed to drive and then I was getting ready to go to bed with my partner and the door kept swinging open and my dad (but a much younger version) was there and my sister was also there. That's all I can remember but I'm missing a lot.'"
5419L,"'My dreams came at about when the morning started, I had a dream in a dream that I was waking up according to a color-coded alarm.'"
28966S,'999'
7242L,"'My dreams last night (and other previous nights) were exploring the relationships of my past working and casual friends. I woke up feeling that I was not successful in that area. In reality, I feel that I had normal relationships with others.  There was a lot of self judgement in those dreams.'"
21995L,"'My dreams last night were somewhat unpleasant and left me feeling anxious when I woke up. In the dream that I remember most vividly, I was on spring break with my friends in Puerto Rico, which is where we went for spring break last year right before coronavirus shut the country down. We were at a large, lavish resort with lots people, and while I was happy while I was with my friends, there were also many people from high school and from my past who made me feel insecure and anxious, including an ex-boyfriend and an ex-boyfriend's sister. Two girls who I recognized from my college called me a ""bitch"" publicly in the dream.'"
21829S,"'My dreams seem long and story-like but I can never remember the entire dream, just snapshots. L  Last night part of the dream involved telling my husband that I knew we had sex but I could only remember the pre sex part and the rest is a blank.  He seemed unconcerned, told me it was great and at least I remembered the beginning. But I said..I can't remember the best part!  I was very upset and feared this was the beginning of Alzheimers...something I have worried about since my mother had it.'"
9184L,'My dreams were about my working days when I was teaching school.'
19703S,'My dreams were about my younger days when living on a ranch and moving livestock and working cattle with neighbors.'
23113L,'My dreams were about work things.'
77LB,"'My dreams were all over the place, and constant, they never stopped, I cannot remember all the details, i just know that they felt very real and I was moving in a lot of different directions and it made for a very restless night.'"
2570S,"'My dreams were confusing, as they often are, but I seemed to be at some sort of a camp or dorm. There were multiple beds in a room and other living spaces like common areas and kitchens. People were moving things around without permission - not the residents but more like someone from outside of our house. Administrators or something who were deciding to make changes to who was living where. Everyone was away at some sort of an event, maybe playing a sport, and they were all returning on a bus so I ordered some food, I think pizza, to be delivered. But when they got there it turns out they had called ahead and ordered food too and we had too much. It was frustrating. There seemed to be a lot of elements of lack of communication and frustration which seems a bit weird because I don't feel like I'm experiencing this in my personal life or my job. I do however feel like there is a lack of communication from our local and federal government so maybe that is where this is coming from.'"
22209L,"'My dreams were hazy, but I know that I FELT lonely and sad in them.'"
5005L,'My dreams were jumbled and confusing. Nothing is really clear.'
19814L,"'My dreams were segmented, related to different things I had talked about or seen during the day. One was about m e going to the grocery store and focusing on going fast (to decrease exposure to COVID) and then I realized I didn't have a mask on, so i walked around holding a box in front of my face.'"
13247S,"'My dreams were so bizarre. I was on a walking date with some woman that I may or may not have met before. I think I was uncomfortable with the attention but I was flattered. In that dream we were walking around the city and I pointed out a French restaurant I liked. The city was mostly desolate but there were a good number of people walking on bridges and waiting in vestibules. While I was waiting in a stairway, I thought I saw a classmate from high school. Not sure if he noticed me. I then was in a dream where I was in a school that I really didn't like - I didn't like the people, I didn't like the building, I didn't like the assignments, and I thought I saw someone from college who I vaguely don't trust. The next dream I barely remember.'"
14163S,"'My dreams were very scattered. One was my mom and younger son and I in Orlando for 2 days, where we'd bought Disney tickets and then forgotten to use them, and at some point my mom was driving backwards (facing the wrong direction, but driving in reverse to go with traffic), and I kept telling her to just pull into a driveway and turn the car around instead. In another dream, I was in a public restroom and there was another woman in there who had plugged and iron in before going into the stall, and I didn't notice it and leaned into it while washing my hands and scalded my favorite sweatshirt. When I backed away I noticed it was also touching a curtain, so I unplugged it and When the woman came out I told her to wait until she was ready to use it to plug it in so she didn't start a fire. She yelled at me that she needs it very hot, and plugged it back in. Then I noticed a basket of complimentary travel sized lip glosses, so I took one as I was leaving. As I was walking down the street, I noticed a bouquet of strawberries (like a rose bouquet, but instead of flowers at the tops there were strawberries) lying in the road. I picked them up and noticed they'd been driven over, so I threw them back into the road. Then I somehow wound up in a college dorm in NYC with my kids. We wanted to go out to eat but everywhere was closed. Somehow we wound up back in Orlando, using one day's worth of Disney tickets to go into the park just to get food.'"
6726S,"'My dreams were vivid and uncomfortable last night, but not clear. I remember very little: trying to rehome two young children who didn't have anywhere to go, trying to decide what to wear on a night out. I feel a bit anxious in my dreams.'"
4297S,"'My elderly mom, having no work, maybe problems in my back, money problems, keeping my health and not being able to travel'"
13707L,'My ex came out as transgender'
6758L,'My ex fiancé came back'
15492S,'My ex fiance died and I had to take over his affairs.'
18234S,'my ex fixed my broken toilet. I was walking around NYC with an old coworker. She drove into the river so we had to take a taxi back to my house. At my house my whole family and some extended family were there. My sister brought her big TV to give to me.'
6101L,'My ex girlfriend and I went on a day trip together to Cape Cod. She recently contacted me again so she's been on my mind. Later I was at a table with my brother and 6 of his friends and the younger neighbors came to my house and started razor scootering on my deck stairs and throwing a football and they accidentally threw it down this big hill in my backyard so we all went outside to help them get it. Then I ended up in our back woods and it seemed to connnect to another dream that I had about being in the dark in the woods with a creek. The only lighting was the glow of fire to burn the creeks dry.'
13826S,"'My ex had to use the bathroom while dropping off our son and I didn't want him to come in because I felt like I couldn't trust him. It was not my real house, it was on top of a hill. I don't live on a hill.'"
6676S,'My ex in college was dating me and another person so I told him we were over. The dream was long and awful'
4754L,'My ex sent me a friend request on Facebook even though i don't have one and then kept commenting on his current girlfriend's pictures and then called me'
7990L,'my ex was back and I was frightened'
17559L,"'my ex was in it, but i cannot remember what happened. At some point I was trying to climb a structure that was a secret way to get to a mall.'"
19219L,"'My ex was in it, I was playing a video game, there was a 5k or some race I was running in.'"
8725L,'My ex-boyfriend (who I have a negative relationship with) was in the dream'
21431L,"'My ex-husband took me to University of Washington, but it now was a series of shops and restaurants, due to the pandemic shifting all learning institutions online.  He bought me an entire wardrobe of new clothing and paid exorbitant sums for lunch and then for dinner.  At face value, none of these benevolent actions fits his persona.  Therefore, the entire time he was giving I was waiting to learn what he inevitably would steal from me.  It was an incredibly tense dream, mostly because I knew no kindness existed inside him.  I kept thinking if he was flagrantly cruel, the blow would be over.  During the dream, I continued to anticipate the stab of his cold knife.   Right before awakening, we found a set of low seats at a low table along an indoor fake river bordered by astroturf to sit down for dinner.  I marveled how the students persisted to populate the scene, despite the closure of physical school.    As I swept the room, I noticed our (now dead) cat Wallace was seated on a lounger next to us with no leash or jacket.  I suddenly realized my husband would leave me stranded here, take all the clothing, give them to my once-best friend; and I had no way to keep poor Wallace safe as I figured out a way home for us.'"
20086L,'My family'
16296S,'My family all got covid.  It was my fault.'
11274S,'My family and I went to live to some islands where there was no coronavirus'
672S,"'My family and I were at a family camp.  I was with my grandchildren and other family members. My nephew who is over 40 appeared as a child.  The food was exceptional.  I wanted to go swimming or paddle boating, but no one wanted to go.   was getting ready to go alone.  I was having a very good time.  The location of this place and its facilities has shown up in my dreams before, but it is not a location in the real world.'"
8985L,'My family and I were at the store trying to pick out ice cream containers and I went home and was making homemade whip cream.'
14796S,"'My family and I were driving to the mountains to visit my grandparents. As we were passing a small town, I caught a glimpse of two guys on a cattle drive. Their horses were beautiful and one of the guys had blond ish red hair under a tan hat. We passed by all the cows and I took forever. Next thing I know I'm in school and I hate it. There was a group of three girls (known cleverly as The Three) and they hated me more than I hated school. I used to be best friends with two of The Three, but when their predecessors graduated they took their place. They constantly teased me about not having friends. I just wanted to leave. Somehow I managed to find a date to the student opera, and it was my boyfriend, but even that backfired somehow. I was mad at everyone. My sister decided to take me out to the movies with her friends, so we took the family 1996 Saturn and left late at night. When we got there, the two cowboys we passed on the way to the mountains were there. Their names were Colt and Casey. They weren't wearing their work clothes. The blond ish guy looked so happy to see me, and I enjoyed talking to him. We sat next to each other at the movie and when it was over we talked and talked. They gave us rides home in their trucks. The blond one invited me to play video games over at his house, and I said maybe later. Once I was home I realized that somehow we had swapped cars, I had Colt's truck and he had the family car. It was around midnight but I couldn't keep the truck for some reason. I got it and adjusted the seat as much as I could, but I still felt too small for the truck. I drove the 20 minutes in the pitch black to the address they gave me. They lived in a house not too far from where my dad grew up. I tried parking the truck and did a horrible job. Colt came out and started laughing. I told him that if it was so funny to him, he could try parking it. He told me to get out and he drove way out to the barn and parked it outside. I was miffed that he laughed at me when he could have told me to just park it where there was a ton of room. He apologized sincerely and once again offered to play video games. Since I was there I agreed. We went behind the house to a two story shed and when we opened the door a large open space stretched out before us. There wasn't a lick of furniture. Colt stepped sideways and apparently through the left wall. I stumbled around surprised. He poked his head out and smiled before coming out and showing me how to walk through the truck door. I asked why they had a door like that and he explained that his mom was a top agriculturalist and needed privacy and safety for her research. We climbed up some stairs in a narrow wall and finally reached a cozy room with pillows and stream lights. His mom's desk was covered in papers and a laptop was propped open. In front of her desk was another desk with a large monitor and two controllers and the two most uncomfortable desk chairs. Colt's younger brother Clay sat playing a game. Colt was about to force Clay to leave, but I remembered all the times my brother let me play video games with him and his friends, so I told Clay to stay. We played games long into the night. I have no idea what the game was, but it was exciting and worth it. Colt seemed happy I liked the game as much as he did. He told me I was his ""dream girl"", and I said I couldn't be because I had a boyfriend. Before he fell asleep at the desk Colt said he would wait for me on the ranch until I was ready. I fell asleep too. When I woke up in the dream, the mom was sitting behind us at her desk. Colt and Clay were still asleep. I got up to leave and the mom smiled and said she liked me. I thanked her and went down the stairs and out the shed. As soon as the door opened I was jumped on by a bunch of dogs. Only they were my sister's dogs. I gave them lots of pets and love and asked them where my sister was. They ran over to the front of the house and my sister was standing by the Saturn with her arms crossed. She said she was worried sick. I felt horrible for making her worry and I begged her to take us home before it got too late. She said it was already too late. Rolled my eyes at her and got in the car. She drove me to my boyfriend's house where he was waiting for me on the roof. I climbed up to talk to him. He said he was worried about me too and he had been tracking me all night. I told him where I had been and who I had been hanging out with and how Colt told me I was his dream girl. My boyfriend seemed unhappy but didn't say anything else. My cousin and brother pulled up in a jeep below us and honked the horn at me. There was a Gatling gun in the back and my cousin was manning it. They yelled to me that it was time to go. I looked at my boyfriend for reassurance and he smiled at me, gave me a hug, and said ""good luck with the war"". I jumped from the roof onto the jeep and my brother took off. While the jeep was speeding down the road my cousin handed me a gun and a sword. He had war paint on. I strapped myself into the jeep so I wouldn't go flying. We were in a jungle and driving over boulders. We finally reached our destination, a cavern with a large waterfall inside. We were to defend the cavern from the fairies. We had been at war with the fairies since before we could remember and my brother, cousin, and I were the leading generals.'"
6978S,"'My family and I were living in some sort of largescale communal doomsday bunker with a lot of strangers. Earlier in the dream I saw a girl die in a fatal accident where a bully pushed her into traffic as they were passing by. I turned away in horror as I saw a car coming to hit her, and when I looked back she was surrounded by people but lying on the ground. The girl also lived in the bunker and we were in a school club together. I went on a walk and talked about it with an older man who had mentored our club, then went to my family's bunker unit and chopped a lot of vegetables and prepared ingredients for a meal to eat with my family in the kitchen. My mom had brought home fresh groceries and my sister and brother were washing the vegetables for me to chop.'"
13135S,'My family and I were ordering a mother's day special from an Italian restaurant but they were sold out'
10269L,'My family and I were staying in a labyrinthine house and I climbed through secret passages.'
8797S,'My family decided to go out and celebrate my grandmother's birthday despite de COVID19 situation and she died.'
20811S,'my family died from covid and I was an orphan'
2632S,"'My family in some building, the building ran out of soap, left the building'"
24801S,'My family lived in a large mansion. I also had siblings and someone who looked nothing like my real grandma was my grandmother. My boyfriend was invited to stay over but my parents made me promise to not have sex.'
3122S,'My family mailed me a bible and the rest of my things that are stored at their house. I'm not religious. I was angry about it.'
14583S,'My family was at a Disney-Esque place with games and rides galore'
13330L,'My family was at the airport and I forgot to bring my mask and I was really nervous'
10279S,'My family was in a Nazi prison camp and I was in charge of the musical production. Hmm.'
4482L,"'My family was in our car driving on a road. Husband driving, son in passenger seat, self in back seat. Husband is telling me that we're on our way to the airport as he has to go to California so we're all going. I ask him how the airline is going to handle travelers now- how will they separate passengers and ensure safety? He replies that he doesn't know. Perhaps the plane will be half full, or they will space passengers carefully throughout the plane. I want to go on this trip, as we have family in California. Husband explains that we will be on one of the first planes allowed to fly after travel restrictions have been lifted. I ask if he remembered my medication, because flying makes me anxious. Husband replies that he forgot it and apologizes. I spend a few moments considering how I'm going to navigate my anxiety. I ask husband if I have time to return home to get the medication before the plane leaves and he says yes- it's nine o'clock, plane leaves in three hours so I have time if I feel I need to run back and get medication. I remark that it seems weird that we're arriving three hours before what is essentially an 80 minute flight. Husband explains that because flights have just opened up again, we will have a long line due to social distancing and a great deal of checkpoints.'"
15906S,'My family was living in a tent in a poor neighborhood and it wasn't safe'
1251L,"'My family was making a mystery carnival type thing - was a whole town with some backstory and mysteries, and actors and things that people would go to and try to solve the mystery, and I was going to be one of the actors or something, so we were learning lines for it. Someone I knew from college was there, and I think someone I work with now.'"
6990L,'My family was there and trying to convince me of something'
5339L,"'my family was up in the sky on some sort of Asgard like planet thing. i had a bad feeling about it but it felt like we were trying to escape something, i was trying to reach them with my brother but we were stuck in the nyc subway system trying to get up there.  i was carrying my dog (a newfoundland) and the subway was actually an underground bus (like the silver line in boston..??). unclear if we ever got there'"
2201L,'My family went on another trip to Hawaii but it was stormy and we were skim boarding on the beach that then turned into a tunnel. It was odd.'
10737S,"'my family, including my dad who passed away, came to pick me up from uni to go home. When we get home, it looked a bit different and it was always dark like it was cloudy all the time. Also, I remembered that I haven't cleaned up my stuff from the kitchen so i asked them if we can drive back up. It was weird bc despite already being home, I wasn't in my home country yet? Then i woke up.'"
4515S,'My father asking me to do something'
7007S,"'My father passed away in my dream :/ and in my dream, I was completing some coding challenges (which I was doing right before going to bed)'"
3515L,'My father unexpectedly passed away'
18162S,'My father was in distress and I was unable to get help.'
21485L,"'My father was still alive and he told me that my brother was flying home tomorrow to visit. I remember thinking that means he must have gotten the vaccine, although I don't remember if that was part of the dream or my immediate though upon waking.'"
1127S,'My fathers cousin and wife were in a room with me discussing a vacation they had taken. My mother and I were traveling in a foreign country and we kept getting separated at the airport. I didn't have my plane ticket and she wasn't there to help me. I would look for her and she'd have turned a corner and when I turned that corner I didn't see her. Then she would appear but couldn't help me with my ticket. People were rushing around me but wouldn't help.'
16590S,"'My favorite ice cream place was closing down because the building was taken over so I went there to order food and maybe buy a shirt (was too expensive). Then, I saw my mother and sister in Kapolei, but Mom was getting mad again like she always does, so I left to try drive back to college. I was driving pretty badly, so someone helped me drive the other way, and then I went to Costco.'"
20093S,'My favorite podcast host was talking about having his intestines replaced with a hose. Totally forget in what context that was happening'
22804L,'My fiancé and I stole millions of dollars somehow and fled to England'
23833L,'My fiancé was throwing a party for his coworkers at my house. He left the party to do a bunch of drugs and I had to entertain strangers by myself.'
20501S,'My fiance became a professional baseball player and I had to buy nicer clothes and get plastic surgery done to keep up with the other wives'
3124S,'My first dream that I recall was a nightmare of a person breaking in Through my bedroom window and being attacked.   My second dream/ nightmare  was of gaining a significant amount of weight.'
10159S,"'My first dream was a vampire thing? I can't remember. In another dream I was Grading papers and Giving a bunch of Fs for grades. One guy is a nice guy (a undergrad who volunteered where I worked as a postbac) I can hear him singing in the elevator and I wish I could have given him a better grade. Then I had some dreams I also don't really remember. In one I was In class, getting water from empty bottle but I had a backup water bottle. Then there was a Dream about being on a flight?'"
2817L,'My first dream was some sort of adult scavenger hunt. The second was about a high school house party.'
16059L,"'My first nightmarish dream in a year! I believe it is a Covid19 fear dream.  I was unloading presents and packages out of a station wagon and carrying them into a house. May have been Christmas. Felt like I knew the house but not a place I am familiar with in real life. My kids are there somewhere. Young. Maybe grade school age. There is a phone call for me, on a regular house phone. When I answer it is one oof our best friends, Seth (married to Barb), who tells me they are in San Diego and Jim (my husband) wants to talk to me. Jim gets on the phone is is struggling to talk. I'm asking him why he's in San Diego (A place we went frequently when Jim was working on a Navy problem for his company.) He was supposed to be meeting me and the kids(wherever we are.) He is saying he can't and I am asking for reasons. He's not answering and I am throwing out guesses. Is he leaving us, is he in some kind of trouble (like having to go into Witness Protection), is he going to Mexico, is there another woman, etc.etc. He is crying softly but not answering. I'm distraught. At which point I wake up in a panic.  Self analysis: I don't know that Barb is with Jim and Seth. I had made an assumption when Seth said ""we.""  In reality, Seth is dead. Has been dead for about 5 years. From cancer treatments gone wrong. Jim, too, has had 2 bouts of cancer and has taken meds that almost killed him. We are still in self-quarantine because I fear more for Jim's safety than my own. He picks up viruses very easily and was sick for 2 months with something like Covid19 last fall. Perhaps it was. I think in this dream, Jim was with Seth because he had died. I think it was all tied in with my Covid19 fears and worries about keeping him safe. I've cancelled medical appointments because I don't want to risk bringing anything home to him. Some friends think we're being too cautious, but  we're not giving in to peer pressure. Yet...At ages 73 and 75 our mortality weighs heavily on me at times. The realization that our years are numbered and which one of us will die first. This dream will stay with me for a long time now. Quite unexpected when I feel content with our dailY lives and the gift of this time together, with just each other, no distractions.'"
20030L,'My fish died'
20128S,'My fish died.'
19131S,"'My former boss (a scientist) was giving a speech in front of 10,000 people on history. Many of my friends attended with me.'"
13484S,'My former high school classmate and former elementary school friends were living in a college like setting with me. My former crush was ziplining'
12732S,"'My friend (lab mate) shaved her head and dyed it purple. She was also mad at me for some reason, like really angry.'"
13774S,'My friend (platonic) and I were having intimate relations'
1440S,'My friend and her baby son were in the dream'
18757S,'My friend and I planned to go to the mall. We were already at the bus stop when I was arranging the large backpack that I brought with me. I realized that I was not wearing a face mask and face shield. I quickly used a cap and covered my mouth. I went back to my place to get my PPE.'
1289S,"'My friend and I went to a pizza place but there was nothing in it because of COVID. Then we walked to a blockbuster, and I saw a something I wanted for my classroom, but I didn't get it because schools are closed.'"
636S,"'my friend and I were given a $2000 chip at a casino, i was in some water slides with my husband'"
2250S,'My friend and i were in London and I was helping her babysit.'
18813L,'My friend and I were interviewing for jobs in Germany. We had to work out which train to catch and we were running late and we couldn't walk fast enough to get to it on time. Her interview was about a job as a nurse who had to tell people not to lie in the sand. (what?!) It wasn't clear what my interview was for because I never got to the train on time.'
13180S,"'My friend and I were on a flight to somewhere fabulous. IT was a party in the plane, free drinks kind of feeling. She was surrounded by aging actresses; she was their medical concierge and was therefore newly wealthy. We were happy and excited.'"
14407S,'My friend and I were trying to figure out a way to do a socially distance triathlon. We kept scheming about what path we can take at what time of day where it would go unnoticed that we were doing this. This is an area that looked a little bit like Atlanta and a lot like a Budapest. It had a river running through it and a funiculaire.'
13283S,"'My friend from college who is also from Chicago's parents moved into the house next door to my childhood home. My parents no longer live there, but COVID was happening and we rented it out for some reason and were all living there.'"
14512S,'my friend got cancer'
21034S,'My friend got fired'
30002S,'My friend got married but it was very unusual and there was a random lab scene just all over the place.'
29456S,'My friend had a baby'
25084S,'My friend had another baby after years and years'
7035S,'my friend lost her dog yesterday and I couldn't sleep out of worry. I dreamt that we found her :('
16127L,'My friend showing up to camp with lots a bananas.'
9620L,"'My friend took me to H-E-B where no one was practicing social distancing, including my bff. I was so mad & upset. I knew I was going to get sick & maybe die.'"
10899S,'My friend Victoria and my friend Martha and someone else were at a table on a patio..may have been in Mexico..it was very colorful and the sun was shinning. Martha said that she had deposited the check. Victoria was a little upset because she had asked someone else and was counting on that person'
21472S,'My friend was in it. I rode a bike to my sisters house.'
16712S,'my friend was mad at me'
12834L,'my friend was pregnant and we were sad about it (our friend group is all happily childfree)'
16376S,'My friend was starting a business and interviewed Kim Kardashian'
11730L,"'My friend was there, and that's all I remember.'"
3399S,'My friend was trying to pierce my ears with a small object that typically isn't used for piercing.    My family attended church (which we haven't done in 10+ years)'
78LA,"'My friend's brother has just gotten a new puppy, and I dreamt I went to visit the puppy and the puppy had gotten super chubby and roly-poly and needed to go on a diet'"
18522L,"'My friend's wife made a beautiful dress for a fashion show. She left it hanging after showing it off to a bunch of us who were doing some construction work, so I grabbed it and started painting the hanger what I thought was a nicer color. She came back and was very upset, saying that the hanger was part of the artistic nature of the dress and she had painted it accordingly. She left crying. My friend spent the rest of the day calmly shaming me for upsetting his wife. It was very biting and I couldn't believe he was being so hurtful to me when it wasn't something I did maliciously. But I understood he was defending his wife and that I did make her cry, so I just took it.    I don't remember much about the other dream but it involved the cast of the office and we were all wearing masks.'"
5233L,'My friends and I hosted a storytelling competition at one location. Then we judged the contestants and gathered them for dinner at another location (my childhood home). We had 92 people in attendance.'
3435L,"'My friends and I lived in a world that wa a horrible mix if Animals Crossing and Firefly. There was a gun fight with futuristic weapons and we were in a bind, but the bad guys were comedically bad shots.'"
3851S,'My friends and I were having a party on a river.'
10249L,"'My friends and I were out at karaoke, but the karaoke book didn't have any songs we wanted to sing, so we got pretty frustrated.'"
2437S,"'My friends father had turned into a priest in Africa and there he got the covid and died so he was brought back to Peru and my friends asked me to help her with the arrangements for the funeral. Then, I was playing with my highschool friends in two teams in which we had to shoot the other team. We all had real guns but no one got hurt. Then, the next pet of the game was trying to catch a girl from the other team and get her locked in a small cabinet. I was being chased but then I managed to scape and to chase some one else.'"
10054L,'My friends from home church and I were at my apartment and we had a competition of who can memorize the most items that the other team names. My mom and some ladies her age were also in the dream but I forgot why.'
4746L,"'My friends invited me to the cinema, but the shopping centre was full of people coughing and I tried to escape but couldn't find the exit.'"
5424L,'My friends mom pulled into my driveway to drop off a box and I felt stressed because I didn't want to answer the door due to social distancing but then didn't want to offend her. She ended up not ringing the door bell to my relief and just left. Then I was on some wilderness tour and there were volcanoes and giant cracks in the pavement and bush. I was trying to find my way out and Dwight Shrute from the Office was leading us and said there was no way we'd make it out alive if it wasn't for him.'
29208S,"'My friends sister who I just saw a few days ago was in my dream. In my dream she showed signs of suicidal thoughts and then I heard she died. My friend was worried that it was suicide. To be clear, none of this is relevant in real life. I also dreamed that my friends boyfriend who is musical played my violin so well that the strings were on fire.'"
14177L,'my friends were dying'
5759S,"'My friends were getting laid off of work, I was at my grandparent's old house'"
1134S,'My girlfriend had not actually broken up with me or we got back together.  We were physically together in the same place and hugged each other.'
28856S,'My girlfriend was collecting evidence on our loud upstairs neighbors and talking to the boys who live across the hall about the noise levels.'
27671S,"'My golf clubs taken out of my golf bag - scattered around the room. I found them and put my woods back in the bag, went out to play - had my first shot with my driver -got to my ball-discovered I didn't  have my irons  so got in my car andwentandgotthem and returned to the game where my playing partners were waiting patiently for me!'"
20221S,"'My good friend Carol was having an art exhibition in her house, it was a huge enormous house very fancy and full of stuff, it was an exhibition and sale and lots of people were invited and lots of people were buying Carol's paintings and at some point I made a joke and Carol got mad because she thought the joke was stupid and then I had to figure out how I was going to get back in Carol's good graces, so I went to help wash dishes and there was a young black man in there who was trying to flirt with me and I did didn't want him to, so when I went to wash dishes he showed up there and he was talking to me and then he came up and tried to touch me and then at the same time an old man, a really repulsive older man came up behind me and he started to touch me and he was also someone who was trying to flirt with me and I just turned around and I yelled at both of them, I said I want to wash these dishes by myself, now get out of here and let me do it by myself, and they both turned around and left quietly looking kind of mad and then there were these stuffed-animal toys that they had tried to give me and they were a little broken so I was putting them on a cart filled with trash that this Mexican man was wheeling through that place and then a door opened behind me in this little office, and it was the older man who tried to flirt and he just took one of the toys from the trash like he was going to keep it and looked at me with an angry look as though he were mad that I was trying to throw out this toy and he was going to keep it himself but I wondered if he would tell Carol because they belonged to her and I think the young black guy came to get the other toy which was bigger but I can't remember exactly.'"
4020S,'My good friend was coming onto my husband'
9026S,'My gran had a stroke and refused to go to hospital.'
3369L,"'My grandfather (deceased) sang ""Let It Be"" by the Beatles.'"
5116L,"'My grandfather made an appearance, and he's been gone for more than 25 years!  Kind of cool ;)'"
2080L,'My grandfather was there and we were driving somewhere in his truck'
5713S,'My grandmothers house'
16635L,"'My grandpa took me golfing and also on a night hike in this abandoned forest. He didn't have a good flashlight so he recommended me and my sister and him get out of there as soon as possible because he heard scary animals. I had a good flashlight and used it to peer down the path, instead of a predator I saw the figure of a goat and when I walked to it, it was an abandoned dog. I took it home and held it close even though it was covered in fleas'"
1575L,'My grandparents were getting married. This was strange to me because my grandpa died 4 years ago and my grandma died 9 years ago and they were marred for 47 years.'
15150S,'My grandson was in danger and I could not get to him to help. I woke up so very sad.'
21745S,'My guinea pig was very sick and had an obstructed bladder stone.'
11632S,'My high school boyfriend was back in town after 10 years in the military. We hung out and caught up but he was tired because he had just flown in and there was a major time difference. We went to one of my classes and the on a walk with my family. Also someone was starting to develop a rash in reaction to a new medication and I was concerned that it might be Steven Johnson's Syndrome.'
17484S,'My high school friends were shopping and I was tagging along. Lots of other stuff that I can't remember now.'
22067S,'My high school was the setting...'
12226S,'My house had suddenly been renovated and was way nicer'
18198S,'My housemate stole my food so we had an argument about it. I went out with a guy who I fancied but then he told me that he's HIV positive and I changed my mind. I was walkin in the forest and it was really wet and my shoes were soaking.'
2110L,'My husband and I had a very nice 3 story home with two guest rooms and a very luxurious large bathroom. I was inviting some friends from high school to stay in our guest rooms for a visit.'
1407S,"'My husband and I had gone on separate errands to some sort of commercial complex. I finished before he did and decided to leave on foot through the beautiful Olmstead park. Several blocks out I realized that I was barefoot and my feet were afflicted with splinters. Why the hell did I leave the complex? I wondered. I found a park bench and called my husband sheepishly, asking him to pick me up when I could. Fortunately I had a pack with everything I needed to keep me occupied and content for a while: books, music, a cozy blanket. I drew my feet up from the ground as if the bench were a snug little boat and I waited, feeling pretty stupid for setting out on foot like that, especially without shoes.'"
14320L,"'My husband and I had some kind of therapeutic appointment. I was going in as he was coming out. He told me it was not what we expected and to watch out for something...not sure what. I went in for my turn and there was a small, long, narrow room, brightly lit with minimal decor or furniture . One whole side was taken up by a large bed. The doorway to the room was in the middle. A stocky, unattractive Asian, shirtless man was sitting bolt upright  on the bed, back to the door with a fluffy white cotton comforter pulled up to his waist, covering his legs and lower body. The mattress took up that whole side of the room, wall to wall. No head or footboard. I got on to my side of the bed, to the left side of the man, with my clothes on, confused by the situation. I pulled up the comforter and sat up straight like the man. I put my right hand down for support and felt something soft and squishy. When I looked under the top of the comforter, it looked like rabbit droppings. Raising the blanket more, I saw 3 full grown, live, bright yellow ducks lined up in vertical row. The droppings were theirs. I didn't know what to make of the situation or what was going to happen or what the treatment was going to be.    Self analysis: My first thought was that it was about getting ""my ducks in a row"" which makes me laugh, if that was the message. We have been treating quarantine like an extended vacation- lots of reading and movies and leisurely discussions because we don't have to go to appointments and have no demanding social commitments. However, there is much work to be done in this house, both paperwork and physical work. Which we are neglecting.  Our son has been heavily involved In meditation and just completed a 7 day retreat, with much upright sitting. Which he said was very hard on his back. We also have a Chinese acupuncturist that we have not been able to see since quarantine began. Perhaps the other part of the message to myself was to ""watch out for shit"" because I think our son has gone overboard on the things he gets involved in, as if this new yoga/meditation guru had all of the answers. Not that I would tell him that. And figuring out how to safely resume sessions in the future.'"
